report_date,region,egg_class,volume,pct_chg_last_week,package
12/16/2024,Southeast (SE),Specialty,13.5,-15.9%,30-dozen cases in thousands
12/16/2024,Northeast (NE),Specialty,10,4.6%,30-dozen cases in thousands
12/16/2024,N/A,Breaking Stock,304.5,-0.3%,30-dozen cases in thousands
12/16/2024,6-Area,Total,1212.8,-3.0%,30-dozen cases in thousands
12/16/2024,Northwest (NW),Total,48.2,0.0%,30-dozen cases in thousands
12/16/2024,Southwest (SW),Total,92.4,1.6%,30-dozen cases in thousands
12/16/2024,South Central (SC),Total,210.9,-1.0%,30-dozen cases in thousands
12/16/2024,Midwest (MW),Total,446.8,-4.0%,30-dozen cases in thousands
12/16/2024,Southeast (SE),Total,274.5,0.4%,30-dozen cases in thousands
12/16/2024,Northeast (NE),Total,139.9,-12.1%,30-dozen cases in thousands
12/16/2024,Northeast (NE),Jumbo,7.1,-24.9%,30-dozen cases in thousands
12/16/2024,Southeast (SE),Jumbo,8.3,-4.0%,30-dozen cases in thousands
12/16/2024,Midwest (MW),Jumbo,12.6,-29.8%,30-dozen cases in thousands
12/16/2024,South Central (SC),Jumbo,11.9,3.8%,30-dozen cases in thousands
12/16/2024,Southwest (SW),Jumbo,3.6,6.3%,30-dozen cases in thousands
12/16/2024,Northwest (NW),Jumbo,1.3,7.9%,30-dozen cases in thousands
12/16/2024,6-Area,Misc,70.1,-0.6%,30-dozen cases in thousands
12/16/2024,Northeast (NE),Misc,9.9,-6.2%,30-dozen cases in thousands
12/16/2024,Southeast (SE),Misc,10.6,15.4%,30-dozen cases in thousands
12/16/2024,Midwest (MW),Misc,30.5,2.9%,30-dozen cases in thousands
12/16/2024,South Central (SC),Misc,16.5,-8.6%,30-dozen cases in thousands
12/16/2024,Southwest (SW),Misc,2.5,-17.8%,30-dozen cases in thousands
12/16/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
12/16/2024,Southeast (SE),Ungraded,51,-2.6%,30-dozen cases in thousands
12/16/2024,Midwest (MW),Ungraded,153.5,-0.6%,30-dozen cases in thousands
12/16/2024,South Central (SC),Ungraded,11.1,20.1%,30-dozen cases in thousands
12/16/2024,Southwest (SW),Ungraded,16.6,-11.8%,30-dozen cases in thousands
12/16/2024,Northwest (NW),Ungraded,0.9,-2.0%,30-dozen cases in thousands
12/16/2024,6-Area,Ungraded,239.8,-2.5%,30-dozen cases in thousands
12/16/2024,Midwest (MW),Small,1,-21.4%,30-dozen cases in thousands
12/16/2024,South Central (SC),Small,0.5,28.0%,30-dozen cases in thousands
12/16/2024,Southwest (SW),Small,1.9,372.8%,30-dozen cases in thousands
12/16/2024,Northwest (NW),Small,0,,30-dozen cases in thousands
12/16/2024,6-Area,Small,11.1,7.7%,30-dozen cases in thousands
12/16/2024,Southwest (SW),Extra Large,14.8,36.9%,30-dozen cases in thousands
12/16/2024,South Central (SC),Extra Large,20.6,-5.8%,30-dozen cases in thousands
12/16/2024,Midwest (MW),Extra Large,31.6,3.2%,30-dozen cases in thousands
12/16/2024,Southeast (SE),Extra Large,23.8,-4.1%,30-dozen cases in thousands
12/16/2024,Northeast (NE),Extra Large,17.6,-17.0%,30-dozen cases in thousands
12/16/2024,6-Area,Jumbo,44.8,-13.9%,30-dozen cases in thousands
12/16/2024,South Central (SC),Large,127.7,0.3%,30-dozen cases in thousands
12/16/2024,Midwest (MW),Large,182.9,-6.5%,30-dozen cases in thousands
12/16/2024,Southeast (SE),Large,166.8,1.3%,30-dozen cases in thousands
12/16/2024,Northeast (NE),Large,73.9,-11.1%,30-dozen cases in thousands
12/16/2024,6-Area,Extra Large,111.7,-0.8%,30-dozen cases in thousands
12/16/2024,Northwest (NW),Extra Large,3.3,-1.3%,30-dozen cases in thousands
12/16/2024,Midwest (MW),Medium,34.9,-3.6%,30-dozen cases in thousands
12/16/2024,Southeast (SE),Medium,13.9,3.3%,30-dozen cases in thousands
12/16/2024,Northeast (NE),Medium,16.9,3.1%,30-dozen cases in thousands
12/16/2024,6-Area,Large,622.1,-2.8%,30-dozen cases in thousands
12/16/2024,Northwest (NW),Large,35.5,0.8%,30-dozen cases in thousands
12/16/2024,Southwest (SW),Large,35.3,2.6%,30-dozen cases in thousands
12/16/2024,Southeast (SE),Small,0,,30-dozen cases in thousands
12/16/2024,Northeast (NE),Small,7.6,-5.6%,30-dozen cases in thousands
12/16/2024,6-Area,Medium,113.3,-4.5%,30-dozen cases in thousands
12/16/2024,Northwest (NW),Medium,7.3,-4.3%,30-dozen cases in thousands
12/16/2024,Southwest (SW),Medium,17.7,-12.3%,30-dozen cases in thousands
12/16/2024,South Central (SC),Medium,22.5,-9.1%,30-dozen cases in thousands
12/16/2024,Northeast (NE),Ungraded,6.8,-33.7%,30-dozen cases in thousands
12/09/2024,Southwest (SW),Small,0.4,-70.3%,30-dozen cases in thousands
12/09/2024,South Central (SC),Small,0.4,-54.1%,30-dozen cases in thousands
12/09/2024,Midwest (MW),Small,1.3,86.1%,30-dozen cases in thousands
12/09/2024,6-Area,Ungraded,245.9,0.4%,30-dozen cases in thousands
12/09/2024,Northwest (NW),Ungraded,0.9,-19.8%,30-dozen cases in thousands
12/09/2024,Southwest (SW),Ungraded,18.8,-0.6%,30-dozen cases in thousands
12/09/2024,South Central (SC),Ungraded,9.2,-14.5%,30-dozen cases in thousands
12/09/2024,Midwest (MW),Ungraded,154.4,-1.8%,30-dozen cases in thousands
12/09/2024,Northeast (NE),Specialty,9.6,-6.9%,30-dozen cases in thousands
12/09/2024,Southeast (SE),Specialty,16,0.3%,30-dozen cases in thousands
12/09/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
12/09/2024,South Central (SC),Specialty,2.4,-55.9%,30-dozen cases in thousands
12/09/2024,Southwest (SW),Specialty,4.2,14.4%,30-dozen cases in thousands
12/09/2024,Northwest (NW),Specialty,1.2,-10.5%,30-dozen cases in thousands
12/09/2024,Southwest (SW),Cage-Free,74.6,-14.9%,30-dozen cases in thousands
12/09/2024,Northwest (NW),Cage-Free,34,20.1%,30-dozen cases in thousands
12/09/2024,6-Area,Cage-Free,294.1,8.9%,30-dozen cases in thousands
12/09/2024,Northwest (NW),Organic,2.2,-3.6%,30-dozen cases in thousands
12/09/2024,6-Area,Organic,71.1,9.1%,30-dozen cases in thousands
12/09/2024,Northeast (NE),Cage-Free,5.3,36.1%,30-dozen cases in thousands
12/09/2024,Southeast (SE),Cage-Free,15,-3.4%,30-dozen cases in thousands
12/09/2024,Midwest (MW),Cage-Free,144.8,24.5%,30-dozen cases in thousands
12/09/2024,South Central (SC),Cage-Free,20.5,11.3%,30-dozen cases in thousands
12/09/2024,6-Area,Specialty,33.4,-9.2%,30-dozen cases in thousands
12/09/2024,Northeast (NE),Organic,14.5,28.5%,30-dozen cases in thousands
12/09/2024,Southeast (SE),Organic,9.7,-3.9%,30-dozen cases in thousands
12/09/2024,Midwest (MW),Organic,30.4,2.7%,30-dozen cases in thousands
12/09/2024,South Central (SC),Organic,5.6,3.3%,30-dozen cases in thousands
12/09/2024,Southwest (SW),Organic,8.7,30.1%,30-dozen cases in thousands
12/09/2024,Southeast (SE),Ungraded,52.4,9.8%,30-dozen cases in thousands
12/09/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
12/09/2024,Southwest (SW),Misc,3.1,-14.9%,30-dozen cases in thousands
12/09/2024,South Central (SC),Misc,18.1,2.7%,30-dozen cases in thousands
12/09/2024,Midwest (MW),Misc,29.6,16.5%,30-dozen cases in thousands
12/09/2024,Southeast (SE),Misc,9.2,3.9%,30-dozen cases in thousands
12/09/2024,Northeast (NE),Misc,10.6,-3.0%,30-dozen cases in thousands
12/09/2024,6-Area,Misc,70.5,6.2%,30-dozen cases in thousands
12/09/2024,Northwest (NW),Jumbo,1.2,-14.1%,30-dozen cases in thousands
12/09/2024,Southwest (SW),Jumbo,3.4,-0.1%,30-dozen cases in thousands
12/09/2024,South Central (SC),Jumbo,11.5,0.8%,30-dozen cases in thousands
12/09/2024,Midwest (MW),Jumbo,17.9,5.8%,30-dozen cases in thousands
12/09/2024,Southeast (SE),Jumbo,8.6,3.2%,30-dozen cases in thousands
12/09/2024,Northeast (NE),Jumbo,9.5,-26.7%,30-dozen cases in thousands
12/09/2024,Northeast (NE),Total,159.1,-9.3%,30-dozen cases in thousands
12/09/2024,Southeast (SE),Total,273.3,-2.6%,30-dozen cases in thousands
12/09/2024,Midwest (MW),Total,465.4,10.2%,30-dozen cases in thousands
12/09/2024,South Central (SC),Total,213.1,-15.1%,30-dozen cases in thousands
12/09/2024,Southwest (SW),Total,91,-11.0%,30-dozen cases in thousands
12/09/2024,Northwest (NW),Total,48.2,11.1%,30-dozen cases in thousands
12/09/2024,6-Area,Total,1250.1,-1.9%,30-dozen cases in thousands
12/09/2024,N/A,Breaking Stock,305.5,-3.3%,30-dozen cases in thousands
12/09/2024,Northwest (NW),Extra Large,3.3,43.4%,30-dozen cases in thousands
12/09/2024,Midwest (MW),Medium,36.2,13.7%,30-dozen cases in thousands
12/09/2024,Southeast (SE),Medium,13.5,-26.9%,30-dozen cases in thousands
12/09/2024,Northeast (NE),Medium,16.4,-1.5%,30-dozen cases in thousands
12/09/2024,6-Area,Large,640.2,-1.6%,30-dozen cases in thousands
12/09/2024,Northwest (NW),Large,35.2,16.2%,30-dozen cases in thousands
12/09/2024,Southwest (SW),Large,34.4,-16.0%,30-dozen cases in thousands
12/09/2024,Southeast (SE),Small,0,-86.7%,30-dozen cases in thousands
12/09/2024,6-Area,Extra Large,112.6,-7.3%,30-dozen cases in thousands
12/09/2024,Northeast (NE),Large,83.1,-6.3%,30-dozen cases in thousands
12/09/2024,Southeast (SE),Large,164.7,-4.9%,30-dozen cases in thousands
12/09/2024,Midwest (MW),Large,195.5,20.0%,30-dozen cases in thousands
12/09/2024,South Central (SC),Large,127.3,-17.6%,30-dozen cases in thousands
12/09/2024,6-Area,Jumbo,52,-4.1%,30-dozen cases in thousands
12/09/2024,Northeast (NE),Extra Large,21.2,-27.8%,30-dozen cases in thousands
12/09/2024,Southeast (SE),Extra Large,24.8,4.2%,30-dozen cases in thousands
12/09/2024,Midwest (MW),Extra Large,30.6,11.2%,30-dozen cases in thousands
12/09/2024,South Central (SC),Extra Large,21.9,-11.1%,30-dozen cases in thousands
12/09/2024,Southwest (SW),Extra Large,10.8,-21.9%,30-dozen cases in thousands
12/09/2024,Northeast (NE),Small,8.1,8.5%,30-dozen cases in thousands
12/09/2024,6-Area,Medium,118.6,-6.4%,30-dozen cases in thousands
12/09/2024,Northwest (NW),Medium,7.6,-8.0%,30-dozen cases in thousands
12/09/2024,Southwest (SW),Medium,20.2,-0.2%,30-dozen cases in thousands
12/09/2024,South Central (SC),Medium,24.8,-20.8%,30-dozen cases in thousands
12/09/2024,Northeast (NE),Ungraded,10.2,11.3%,30-dozen cases in thousands
12/09/2024,6-Area,Small,10.3,-4.7%,30-dozen cases in thousands
12/09/2024,Northwest (NW),Small,0,,30-dozen cases in thousands
12/02/2024,Northeast (NE),Small,7.5,4.5%,30-dozen cases in thousands
12/02/2024,Southeast (SE),Small,0.3,,30-dozen cases in thousands
12/02/2024,Southwest (SW),Large,40.9,5.1%,30-dozen cases in thousands
12/02/2024,Northwest (NW),Large,30.3,-5.6%,30-dozen cases in thousands
12/02/2024,6-Area,Large,650.6,10.9%,30-dozen cases in thousands
12/02/2024,Northeast (NE),Medium,16.6,-4.9%,30-dozen cases in thousands
12/02/2024,Southeast (SE),Medium,18.5,27.8%,30-dozen cases in thousands
12/02/2024,Midwest (MW),Medium,31.8,25.0%,30-dozen cases in thousands
12/02/2024,Northwest (NW),Extra Large,2.3,-22.7%,30-dozen cases in thousands
12/02/2024,6-Area,Extra Large,121.5,7.6%,30-dozen cases in thousands
12/02/2024,6-Area,Medium,126.7,1.2%,30-dozen cases in thousands
12/02/2024,Northwest (NW),Medium,8.3,-2.9%,30-dozen cases in thousands
12/02/2024,Southwest (SW),Medium,20.2,-32.6%,30-dozen cases in thousands
12/02/2024,South Central (SC),Medium,31.3,6.6%,30-dozen cases in thousands
12/02/2024,Northeast (NE),Ungraded,9.2,10.9%,30-dozen cases in thousands
12/02/2024,6-Area,Small,10.8,-1.3%,30-dozen cases in thousands
12/02/2024,Northwest (NW),Small,0,,30-dozen cases in thousands
12/02/2024,Southwest (SW),Small,1.5,-46.7%,30-dozen cases in thousands
12/02/2024,South Central (SC),Small,0.8,104.0%,30-dozen cases in thousands
12/02/2024,Midwest (MW),Small,0.7,64.8%,30-dozen cases in thousands
12/02/2024,6-Area,Ungraded,244.8,14.9%,30-dozen cases in thousands
12/02/2024,Northwest (NW),Ungraded,1.1,18.8%,30-dozen cases in thousands
12/02/2024,Southwest (SW),Ungraded,18.9,27.0%,30-dozen cases in thousands
12/02/2024,South Central (SC),Ungraded,10.7,-15.2%,30-dozen cases in thousands
12/02/2024,Midwest (MW),Ungraded,157.3,21.6%,30-dozen cases in thousands
12/02/2024,Southeast (SE),Ungraded,47.7,1.2%,30-dozen cases in thousands
12/02/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
12/02/2024,Southwest (SW),Misc,3.6,28.3%,30-dozen cases in thousands
12/02/2024,South Central (SC),Misc,17.6,4.0%,30-dozen cases in thousands
12/02/2024,Midwest (MW),Misc,25.4,9.6%,30-dozen cases in thousands
12/02/2024,Southeast (SE),Misc,8.9,-20.7%,30-dozen cases in thousands
12/02/2024,Northeast (NE),Misc,10.9,-1.8%,30-dozen cases in thousands
12/02/2024,6-Area,Misc,66.4,1.8%,30-dozen cases in thousands
12/02/2024,Northwest (NW),Jumbo,1.4,-13.8%,30-dozen cases in thousands
12/02/2024,Southwest (SW),Jumbo,3.4,1.6%,30-dozen cases in thousands
12/02/2024,South Central (SC),Jumbo,11.4,23.7%,30-dozen cases in thousands
12/02/2024,Midwest (MW),Jumbo,16.9,24.9%,30-dozen cases in thousands
12/02/2024,Southeast (SE),Jumbo,8.3,2.0%,30-dozen cases in thousands
12/02/2024,Northeast (NE),Jumbo,12.9,-2.7%,30-dozen cases in thousands
12/02/2024,Northeast (NE),Large,88.7,12.2%,30-dozen cases in thousands
12/02/2024,Southeast (SE),Large,173.2,8.0%,30-dozen cases in thousands
12/02/2024,Midwest (MW),Large,162.9,9.9%,30-dozen cases in thousands
12/02/2024,South Central (SC),Large,154.6,21.1%,30-dozen cases in thousands
12/02/2024,6-Area,Jumbo,54.2,10.6%,30-dozen cases in thousands
12/02/2024,Northeast (NE),Extra Large,29.4,15.4%,30-dozen cases in thousands
12/02/2024,Southeast (SE),Extra Large,23.8,-0.2%,30-dozen cases in thousands
12/02/2024,Midwest (MW),Extra Large,27.5,37.4%,30-dozen cases in thousands
12/02/2024,South Central (SC),Extra Large,24.6,-6.7%,30-dozen cases in thousands
12/02/2024,Southwest (SW),Extra Large,13.8,-2.5%,30-dozen cases in thousands
12/02/2024,Northeast (NE),Total,175.3,8.2%,30-dozen cases in thousands
12/02/2024,Southeast (SE),Total,280.5,5.9%,30-dozen cases in thousands
12/02/2024,Midwest (MW),Total,422.4,17.3%,30-dozen cases in thousands
12/02/2024,South Central (SC),Total,251,12.9%,30-dozen cases in thousands
12/02/2024,Southwest (SW),Total,102.2,-4.4%,30-dozen cases in thousands
12/02/2024,Northwest (NW),Total,43.4,-6.5%,30-dozen cases in thousands
12/02/2024,6-Area,Total,1274.8,9.7%,30-dozen cases in thousands
12/02/2024,N/A,Breaking Stock,316,14.4%,30-dozen cases in thousands
12/02/2024,Southwest (SW),Organic,6.7,16.8%,30-dozen cases in thousands
12/02/2024,South Central (SC),Organic,5.4,8.0%,30-dozen cases in thousands
12/02/2024,Midwest (MW),Organic,29.6,-2.1%,30-dozen cases in thousands
12/02/2024,Southeast (SE),Organic,10.1,-5.2%,30-dozen cases in thousands
12/02/2024,Northeast (NE),Organic,11.3,-8.4%,30-dozen cases in thousands
12/02/2024,6-Area,Specialty,36.8,25.5%,30-dozen cases in thousands
12/02/2024,South Central (SC),Cage-Free,18.4,29.9%,30-dozen cases in thousands
12/02/2024,Midwest (MW),Cage-Free,116.3,48.5%,30-dozen cases in thousands
12/02/2024,Southeast (SE),Cage-Free,15.5,-11.9%,30-dozen cases in thousands
12/02/2024,Northeast (NE),Cage-Free,3.9,-5.3%,30-dozen cases in thousands
12/02/2024,6-Area,Organic,65.2,-1.5%,30-dozen cases in thousands
12/02/2024,Northwest (NW),Organic,2.3,-0.7%,30-dozen cases in thousands
12/02/2024,6-Area,Cage-Free,270,14.0%,30-dozen cases in thousands
12/02/2024,Northwest (NW),Cage-Free,28.3,-6.4%,30-dozen cases in thousands
12/02/2024,Southwest (SW),Cage-Free,87.6,-5.3%,30-dozen cases in thousands
12/02/2024,Northwest (NW),Specialty,1.3,-49.4%,30-dozen cases in thousands
12/02/2024,Southwest (SW),Specialty,3.7,-2.3%,30-dozen cases in thousands
12/02/2024,South Central (SC),Specialty,5.4,503.7%,30-dozen cases in thousands
12/02/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
12/02/2024,Southeast (SE),Specialty,16,23.3%,30-dozen cases in thousands
12/02/2024,Northeast (NE),Specialty,10.3,14.3%,30-dozen cases in thousands
01/27/2025,Southwest (SW),Extra Large,12,3.7%,30-dozen cases in thousands
01/27/2025,South Central (SC),Extra Large,14.2,-3.4%,30-dozen cases in thousands
01/27/2025,Midwest (MW),Extra Large,21,-8.4%,30-dozen cases in thousands
01/27/2025,Southeast (SE),Extra Large,21.2,2.1%,30-dozen cases in thousands
01/27/2025,Northeast (NE),Extra Large,29.5,5.1%,30-dozen cases in thousands
01/27/2025,6-Area,Jumbo,40.8,1.6%,30-dozen cases in thousands
01/27/2025,South Central (SC),Large,94.2,-10.9%,30-dozen cases in thousands
01/27/2025,Midwest (MW),Large,162,3.8%,30-dozen cases in thousands
01/27/2025,Southeast (SE),Large,150.8,-1.0%,30-dozen cases in thousands
01/27/2025,Northeast (NE),Large,85.2,3.9%,30-dozen cases in thousands
01/27/2025,6-Area,Extra Large,100.5,-1.0%,30-dozen cases in thousands
01/27/2025,Northwest (NW),Extra Large,2.5,-24.2%,30-dozen cases in thousands
01/27/2025,Midwest (MW),Medium,43.7,-7.5%,30-dozen cases in thousands
01/27/2025,Southeast (SE),Medium,10.8,12.8%,30-dozen cases in thousands
01/27/2025,Northeast (NE),Medium,16.3,3.2%,30-dozen cases in thousands
01/27/2025,6-Area,Large,576.1,-0.9%,30-dozen cases in thousands
01/27/2025,Northwest (NW),Large,28.3,-6.0%,30-dozen cases in thousands
01/27/2025,Southwest (SW),Large,55.5,0.4%,30-dozen cases in thousands
01/27/2025,Southeast (SE),Small,0.1,,30-dozen cases in thousands
01/27/2025,Northeast (NE),Small,7.1,-1.1%,30-dozen cases in thousands
01/27/2025,6-Area,Medium,112.5,-5.4%,30-dozen cases in thousands
01/27/2025,Northwest (NW),Medium,5.6,8.0%,30-dozen cases in thousands
01/27/2025,Southwest (SW),Medium,16.9,-13.6%,30-dozen cases in thousands
01/27/2025,South Central (SC),Medium,19.2,-10.6%,30-dozen cases in thousands
01/27/2025,Northeast (NE),Ungraded,4.9,-41.0%,30-dozen cases in thousands
01/27/2025,6-Area,Small,9.6,-5.5%,30-dozen cases in thousands
01/27/2025,Northwest (NW),Small,0.2,-10.0%,30-dozen cases in thousands
01/27/2025,Southwest (SW),Small,0.5,-45.8%,30-dozen cases in thousands
01/27/2025,South Central (SC),Small,0.2,130.0%,30-dozen cases in thousands
01/27/2025,Midwest (MW),Small,1.5,-17.8%,30-dozen cases in thousands
01/27/2025,6-Area,Ungraded,233.6,-5.4%,30-dozen cases in thousands
01/27/2025,Northwest (NW),Ungraded,0.9,-5.6%,30-dozen cases in thousands
01/27/2025,Southwest (SW),Ungraded,9.3,8.4%,30-dozen cases in thousands
01/27/2025,South Central (SC),Ungraded,12.5,-3.2%,30-dozen cases in thousands
01/27/2025,Midwest (MW),Ungraded,147.3,-3.7%,30-dozen cases in thousands
01/27/2025,Southeast (SE),Ungraded,58.8,-7.3%,30-dozen cases in thousands
01/27/2025,Northwest (NW),Misc,0,,30-dozen cases in thousands
01/27/2025,Southwest (SW),Misc,2.8,2.2%,30-dozen cases in thousands
01/27/2025,South Central (SC),Misc,18.5,-11.5%,30-dozen cases in thousands
01/27/2025,Midwest (MW),Misc,24.3,-17.1%,30-dozen cases in thousands
01/27/2025,Southeast (SE),Misc,18.6,113.9%,30-dozen cases in thousands
01/27/2025,Northeast (NE),Misc,8.3,4.6%,30-dozen cases in thousands
01/27/2025,6-Area,Misc,72.4,4.2%,30-dozen cases in thousands
01/27/2025,Northwest (NW),Jumbo,1.8,0.4%,30-dozen cases in thousands
01/27/2025,Southwest (SW),Jumbo,3.4,1.4%,30-dozen cases in thousands
01/27/2025,South Central (SC),Jumbo,6.5,-14.3%,30-dozen cases in thousands
01/27/2025,Midwest (MW),Jumbo,10.7,-5.8%,30-dozen cases in thousands
01/27/2025,Southeast (SE),Jumbo,6,-12.4%,30-dozen cases in thousands
01/27/2025,Northeast (NE),Jumbo,12.4,35.8%,30-dozen cases in thousands
01/27/2025,Southwest (SW),Organic,2.2,-35.9%,30-dozen cases in thousands
01/27/2025,South Central (SC),Organic,5.4,-0.6%,30-dozen cases in thousands
01/27/2025,Midwest (MW),Organic,31,-10.3%,30-dozen cases in thousands
01/27/2025,Southeast (SE),Organic,11.7,7.0%,30-dozen cases in thousands
01/27/2025,Northeast (NE),Organic,12.8,4.8%,30-dozen cases in thousands
01/27/2025,6-Area,Specialty,29.1,-25.1%,30-dozen cases in thousands
01/27/2025,South Central (SC),Cage-Free,25.4,-5.0%,30-dozen cases in thousands
01/27/2025,Midwest (MW),Cage-Free,179,3.2%,30-dozen cases in thousands
01/27/2025,Southeast (SE),Cage-Free,19.2,4.6%,30-dozen cases in thousands
01/27/2025,Northeast (NE),Cage-Free,6.9,1.9%,30-dozen cases in thousands
01/27/2025,6-Area,Organic,65.4,-5.1%,30-dozen cases in thousands
01/27/2025,Northwest (NW),Organic,2.3,-1.2%,30-dozen cases in thousands
01/27/2025,6-Area,Cage-Free,348.3,2.7%,30-dozen cases in thousands
01/27/2025,Northwest (NW),Cage-Free,27.7,-10.8%,30-dozen cases in thousands
01/27/2025,Southwest (SW),Cage-Free,90,8.7%,30-dozen cases in thousands
01/27/2025,Northwest (NW),Specialty,1,-2.1%,30-dozen cases in thousands
01/27/2025,Southwest (SW),Specialty,4.4,-62.7%,30-dozen cases in thousands
01/27/2025,South Central (SC),Specialty,2,-19.7%,30-dozen cases in thousands
01/27/2025,Midwest (MW),Specialty,0,,30-dozen cases in thousands
01/27/2025,Southeast (SE),Specialty,12.5,-16.3%,30-dozen cases in thousands
01/27/2025,Northeast (NE),Specialty,9.2,6.9%,30-dozen cases in thousands
01/27/2025,Northeast (NE),Total,163.7,3.4%,30-dozen cases in thousands
01/27/2025,N/A,Breaking Stock,285.4,-7.3%,30-dozen cases in thousands
01/27/2025,6-Area,Total,1145.6,-2.0%,30-dozen cases in thousands
01/27/2025,Northwest (NW),Total,39.2,-5.2%,30-dozen cases in thousands
01/27/2025,Southwest (SW),Total,100.4,-1.6%,30-dozen cases in thousands
01/27/2025,South Central (SC),Total,165.4,-9.8%,30-dozen cases in thousands
01/27/2025,Midwest (MW),Total,410.4,-2.7%,30-dozen cases in thousands
01/27/2025,Southeast (SE),Total,266.4,1.8%,30-dozen cases in thousands
01/20/2025,Northeast (NE),Small,7.2,-8.5%,30-dozen cases in thousands
01/20/2025,Southeast (SE),Small,0,,30-dozen cases in thousands
01/20/2025,Southwest (SW),Large,55.3,37.7%,30-dozen cases in thousands
01/20/2025,Northwest (NW),Large,30.1,-6.6%,30-dozen cases in thousands
01/20/2025,6-Area,Large,581.5,2.1%,30-dozen cases in thousands
01/20/2025,Northeast (NE),Medium,15.8,-19.3%,30-dozen cases in thousands
01/20/2025,Southeast (SE),Medium,9.6,-9.0%,30-dozen cases in thousands
01/20/2025,Midwest (MW),Medium,47.2,11.6%,30-dozen cases in thousands
01/20/2025,Northwest (NW),Extra Large,3.3,-1.3%,30-dozen cases in thousands
01/20/2025,6-Area,Extra Large,101.5,4.7%,30-dozen cases in thousands
01/20/2025,Northeast (NE),Large,82,0.4%,30-dozen cases in thousands
01/20/2025,Southeast (SE),Large,152.4,6.9%,30-dozen cases in thousands
01/20/2025,Midwest (MW),Large,156.1,-0.6%,30-dozen cases in thousands
01/20/2025,South Central (SC),Large,105.7,-8.8%,30-dozen cases in thousands
01/20/2025,6-Area,Jumbo,40.2,-7.6%,30-dozen cases in thousands
01/20/2025,Northeast (NE),Extra Large,28.1,11.4%,30-dozen cases in thousands
01/20/2025,Southeast (SE),Extra Large,20.8,10.3%,30-dozen cases in thousands
01/20/2025,Midwest (MW),Extra Large,22.9,7.2%,30-dozen cases in thousands
01/20/2025,South Central (SC),Extra Large,14.7,-12.8%,30-dozen cases in thousands
01/20/2025,Southwest (SW),Extra Large,11.6,3.8%,30-dozen cases in thousands
01/20/2025,N/A,Breaking Stock,307.8,-4.7%,30-dozen cases in thousands
01/20/2025,6-Area,Total,1168.8,-0.3%,30-dozen cases in thousands
01/20/2025,Northwest (NW),Total,41.4,-5.2%,30-dozen cases in thousands
01/20/2025,Southwest (SW),Total,102.1,8.9%,30-dozen cases in thousands
01/20/2025,South Central (SC),Total,183.4,-6.7%,30-dozen cases in thousands
01/20/2025,Midwest (MW),Total,421.7,-0.7%,30-dozen cases in thousands
01/20/2025,Southeast (SE),Total,261.8,3.6%,30-dozen cases in thousands
01/20/2025,Northeast (NE),Total,158.4,-1.6%,30-dozen cases in thousands
01/20/2025,Northeast (NE),Specialty,8.6,5.2%,30-dozen cases in thousands
01/20/2025,Southeast (SE),Specialty,14.9,-7.1%,30-dozen cases in thousands
01/20/2025,Midwest (MW),Specialty,0,,30-dozen cases in thousands
01/20/2025,South Central (SC),Specialty,2.5,36.1%,30-dozen cases in thousands
01/20/2025,Southwest (SW),Specialty,11.8,119.2%,30-dozen cases in thousands
01/20/2025,Southwest (SW),Organic,3.5,-57.8%,30-dozen cases in thousands
01/20/2025,South Central (SC),Organic,5.4,-0.6%,30-dozen cases in thousands
01/20/2025,Midwest (MW),Organic,34.6,5.8%,30-dozen cases in thousands
01/20/2025,Southeast (SE),Organic,10.9,2.1%,30-dozen cases in thousands
01/20/2025,Northeast (NE),Organic,12.2,2.0%,30-dozen cases in thousands
01/20/2025,6-Area,Specialty,38.8,19.6%,30-dozen cases in thousands
01/20/2025,South Central (SC),Cage-Free,26.7,-24.6%,30-dozen cases in thousands
01/20/2025,Midwest (MW),Cage-Free,173.4,-7.2%,30-dozen cases in thousands
01/20/2025,Southeast (SE),Cage-Free,18.4,-11.4%,30-dozen cases in thousands
01/20/2025,Northeast (NE),Cage-Free,6.8,20.2%,30-dozen cases in thousands
01/20/2025,6-Area,Organic,68.9,-3.5%,30-dozen cases in thousands
01/20/2025,Northwest (NW),Organic,2.3,-1.2%,30-dozen cases in thousands
01/20/2025,6-Area,Cage-Free,339.2,-5.0%,30-dozen cases in thousands
01/20/2025,Northwest (NW),Cage-Free,31.1,-0.1%,30-dozen cases in thousands
01/20/2025,Southwest (SW),Cage-Free,82.8,6.9%,30-dozen cases in thousands
01/20/2025,Northwest (NW),Specialty,1,-2.1%,30-dozen cases in thousands
01/20/2025,Northeast (NE),Jumbo,9.1,-1.9%,30-dozen cases in thousands
01/20/2025,Southeast (SE),Jumbo,6.8,-13.5%,30-dozen cases in thousands
01/20/2025,Midwest (MW),Jumbo,11.4,-4.8%,30-dozen cases in thousands
01/20/2025,South Central (SC),Jumbo,7.6,-25.1%,30-dozen cases in thousands
01/20/2025,Southwest (SW),Jumbo,3.4,54.2%,30-dozen cases in thousands
