report_date,region,class,type,volume,pct_chg_last_week,package,commodity,final_ind
12/23/2024,Southwest (SW),Medium,N/A,13.8,-21.9%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northwest (NW),Medium,N/A,7.1,-2.8%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,6-Area,Medium,N/A,109,-3.8%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northeast (NE),Small,N/A,7.8,2.0%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southeast (SE),Small,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southwest (SW),Large,N/A,36.7,4.0%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northwest (NW),Large,N/A,36.9,3.9%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,6-Area,Large,N/A,603,-3.1%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northeast (NE),Medium,N/A,17.2,2.1%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southeast (SE),Medium,N/A,13.1,-5.8%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Midwest (MW),Medium,N/A,32.8,-5.9%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northwest (NW),Extra Large,N/A,3.4,3.2%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,6-Area,Extra Large,N/A,101.9,-8.8%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northeast (NE),Jumbo,N/A,5.2,-26.9%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southeast (SE),Jumbo,N/A,8.8,6.1%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Midwest (MW),Jumbo,N/A,14.1,11.6%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,South Central (SC),Jumbo,N/A,11.8,-0.8%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southwest (SW),Jumbo,N/A,3,-16.2%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northwest (NW),Jumbo,N/A,1.3,-2.4%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,6-Area,Misc,N/A,58.6,-16.4%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northeast (NE),Large,N/A,65.8,-11.0%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southeast (SE),Large,N/A,166.3,-0.3%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Midwest (MW),Large,N/A,174.3,-4.7%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,South Central (SC),Large,N/A,123,-3.7%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,6-Area,Jumbo,N/A,44.1,-1.5%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northeast (NE),Extra Large,N/A,16.1,-8.7%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southeast (SE),Extra Large,N/A,24,1.0%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Midwest (MW),Extra Large,N/A,22.6,-28.5%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northeast (NE),Misc,N/A,9.9,0.1%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southeast (SE),Misc,N/A,9,-15.5%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Midwest (MW),Misc,N/A,21.5,-29.6%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,South Central (SC),Misc,N/A,15.7,-4.6%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southwest (SW),Extra Large,N/A,14.3,-3.3%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,South Central (SC),Extra Large,N/A,21.4,4.1%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southwest (SW),Organic,Organic,4.8,0.2%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,South Central (SC),Organic,Organic,5.6,-0.4%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Midwest (MW),Organic,Organic,29.6,-3.9%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southeast (SE),Organic,Organic,12,20.4%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northeast (NE),Organic,Organic,14.5,14.3%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,6-Area,Specialty,Specialty,28.5,-33.1%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,South Central (SC),Cage-Free,Cage-Free,19.6,-24.5%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Midwest (MW),Cage-Free,Cage-Free,150.1,0.6%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northeast (NE),Total,N/A,127.5,-8.8%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southeast (SE),Total,N/A,272.9,-0.6%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Midwest (MW),Total,N/A,411.8,-7.8%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,South Central (SC),Total,N/A,206.3,-2.2%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southwest (SW),Total,N/A,84.2,-8.9%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northwest (NW),Total,N/A,49.5,2.7%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,6-Area,Total,N/A,1152.3,-5.0%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,N/A,Breaking Stock,N/A,295.3,-3.0%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southeast (SE),Cage-Free,Cage-Free,22.4,13.6%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northeast (NE),Cage-Free,Cage-Free,5.4,30.8%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,6-Area,Organic,Organic,68.8,3.9%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northwest (NW),Organic,Organic,2.2,0.8%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,6-Area,Cage-Free,Cage-Free,304.7,-1.4%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northwest (NW),Cage-Free,Cage-Free,34,-0.1%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southwest (SW),Cage-Free,Cage-Free,73.2,-3.6%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northwest (NW),Specialty,Specialty,1.2,-3.1%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southwest (SW),Specialty,Specialty,3.3,-40.7%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,South Central (SC),Specialty,Specialty,2.4,-80.6%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Midwest (MW),Specialty,Specialty,0.1,,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Southeast (SE),Specialty,Specialty,13.1,-2.9%,30-dozen cases in thousands,Shell Eggs,Final
12/23/2024,Northeast (NE),Specialty,Specialty,8.4,-16.0%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southwest (SW),Organic,Organic,4.8,-44.8%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,South Central (SC),Organic,Organic,5.6,-0.4%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Midwest (MW),Organic,Organic,30.8,1.5%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southeast (SE),Organic,Organic,10,3.4%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northeast (NE),Organic,Organic,12.7,-12.3%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,6-Area,Specialty,Specialty,42.6,27.6%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,South Central (SC),Cage-Free,Cage-Free,26,26.6%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Midwest (MW),Cage-Free,Cage-Free,149.2,3.0%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southeast (SE),Cage-Free,Cage-Free,19.7,31.1%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northeast (NE),Cage-Free,Cage-Free,4.1,-23.2%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,6-Area,Organic,Organic,66.2,-6.9%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northwest (NW),Organic,Organic,2.2,0.8%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,6-Area,Cage-Free,Cage-Free,308.9,5.0%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northwest (NW),Cage-Free,Cage-Free,34,-0.1%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southwest (SW),Cage-Free,Cage-Free,76,1.9%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northwest (NW),Specialty,Specialty,1.2,-3.1%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southwest (SW),Specialty,Specialty,5.6,34.0%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,South Central (SC),Specialty,Specialty,12.3,413.8%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Midwest (MW),Specialty,Specialty,0,,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southeast (SE),Specialty,Specialty,13.5,-15.9%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northeast (NE),Specialty,Specialty,10,4.6%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,N/A,Breaking Stock,N/A,304.5,-0.3%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,6-Area,Total,N/A,1212.8,-3.0%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northwest (NW),Total,N/A,48.2,0.0%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southwest (SW),Total,N/A,92.4,1.6%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,South Central (SC),Total,N/A,210.9,-1.0%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Midwest (MW),Total,N/A,446.8,-4.0%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southeast (SE),Total,N/A,274.5,0.4%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northeast (NE),Total,N/A,139.9,-12.1%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northeast (NE),Jumbo,N/A,7.1,-24.9%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southeast (SE),Jumbo,N/A,8.3,-4.0%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Midwest (MW),Jumbo,N/A,12.6,-29.8%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,South Central (SC),Jumbo,N/A,11.9,3.8%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southwest (SW),Jumbo,N/A,3.6,6.3%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northwest (NW),Jumbo,N/A,1.3,7.9%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,6-Area,Misc,N/A,70.1,-0.6%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northeast (NE),Misc,N/A,9.9,-6.2%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southeast (SE),Misc,N/A,10.6,15.4%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Midwest (MW),Misc,N/A,30.5,2.9%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,South Central (SC),Misc,N/A,16.5,-8.6%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southwest (SW),Misc,N/A,2.5,-17.8%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northwest (NW),Misc,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southeast (SE),Ungraded,N/A,51,-2.6%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Midwest (MW),Ungraded,N/A,153.5,-0.6%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,South Central (SC),Ungraded,N/A,11.1,20.1%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southwest (SW),Ungraded,N/A,16.6,-11.8%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northwest (NW),Ungraded,N/A,0.9,-2.0%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,6-Area,Ungraded,N/A,239.8,-2.5%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Midwest (MW),Small,N/A,1,-21.4%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,South Central (SC),Small,N/A,0.5,28.0%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southwest (SW),Small,N/A,1.9,372.8%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northwest (NW),Small,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,6-Area,Small,N/A,11.1,7.7%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southwest (SW),Extra Large,N/A,14.8,36.9%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,South Central (SC),Extra Large,N/A,20.6,-5.8%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Midwest (MW),Extra Large,N/A,31.6,3.2%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southeast (SE),Extra Large,N/A,23.8,-4.1%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northeast (NE),Extra Large,N/A,17.6,-17.0%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,6-Area,Jumbo,N/A,44.8,-13.9%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,South Central (SC),Large,N/A,127.7,0.3%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Midwest (MW),Large,N/A,182.9,-6.5%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southeast (SE),Large,N/A,166.8,1.3%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northeast (NE),Large,N/A,73.9,-11.1%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,6-Area,Extra Large,N/A,111.7,-0.8%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northwest (NW),Extra Large,N/A,3.3,-1.3%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Midwest (MW),Medium,N/A,34.9,-3.6%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southeast (SE),Medium,N/A,13.9,3.3%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northeast (NE),Medium,N/A,16.9,3.1%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,6-Area,Large,N/A,622.1,-2.8%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northwest (NW),Large,N/A,35.5,0.8%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southwest (SW),Large,N/A,35.3,2.6%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southeast (SE),Small,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northeast (NE),Small,N/A,7.6,-5.6%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,6-Area,Medium,N/A,113.3,-4.5%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northwest (NW),Medium,N/A,7.3,-4.3%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Southwest (SW),Medium,N/A,17.7,-12.3%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,South Central (SC),Medium,N/A,22.5,-9.1%,30-dozen cases in thousands,Shell Eggs,Final
12/16/2024,Northeast (NE),Ungraded,N/A,6.8,-33.7%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southwest (SW),Small,N/A,0.4,-70.3%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,South Central (SC),Small,N/A,0.4,-54.1%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Midwest (MW),Small,N/A,1.3,86.1%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,6-Area,Ungraded,N/A,245.9,0.4%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northwest (NW),Ungraded,N/A,0.9,-19.8%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southwest (SW),Ungraded,N/A,18.8,-0.6%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,South Central (SC),Ungraded,N/A,9.2,-14.5%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Midwest (MW),Ungraded,N/A,154.4,-1.8%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northeast (NE),Specialty,Specialty,9.6,-6.9%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southeast (SE),Specialty,Specialty,16,0.3%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Midwest (MW),Specialty,Specialty,0,,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,South Central (SC),Specialty,Specialty,2.4,-55.9%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southwest (SW),Specialty,Specialty,4.2,14.4%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northwest (NW),Specialty,Specialty,1.2,-10.5%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southwest (SW),Cage-Free,Cage-Free,74.6,-14.9%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northwest (NW),Cage-Free,Cage-Free,34,20.1%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,6-Area,Cage-Free,Cage-Free,294.1,8.9%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northwest (NW),Organic,Organic,2.2,-3.6%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,6-Area,Organic,Organic,71.1,9.1%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northeast (NE),Cage-Free,Cage-Free,5.3,36.1%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southeast (SE),Cage-Free,Cage-Free,15,-3.4%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Midwest (MW),Cage-Free,Cage-Free,144.8,24.5%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,South Central (SC),Cage-Free,Cage-Free,20.5,11.3%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,6-Area,Specialty,Specialty,33.4,-9.2%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northeast (NE),Organic,Organic,14.5,28.5%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southeast (SE),Organic,Organic,9.7,-3.9%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Midwest (MW),Organic,Organic,30.4,2.7%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,South Central (SC),Organic,Organic,5.6,3.3%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southwest (SW),Organic,Organic,8.7,30.1%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southeast (SE),Ungraded,N/A,52.4,9.8%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northwest (NW),Misc,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southwest (SW),Misc,N/A,3.1,-14.9%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,South Central (SC),Misc,N/A,18.1,2.7%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Midwest (MW),Misc,N/A,29.6,16.5%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southeast (SE),Misc,N/A,9.2,3.9%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northeast (NE),Misc,N/A,10.6,-3.0%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,6-Area,Misc,N/A,70.5,6.2%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northwest (NW),Jumbo,N/A,1.2,-14.1%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southwest (SW),Jumbo,N/A,3.4,-0.1%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,South Central (SC),Jumbo,N/A,11.5,0.8%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Midwest (MW),Jumbo,N/A,17.9,5.8%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southeast (SE),Jumbo,N/A,8.6,3.2%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northeast (NE),Jumbo,N/A,9.5,-26.7%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northeast (NE),Total,N/A,159.1,-9.3%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southeast (SE),Total,N/A,273.3,-2.6%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Midwest (MW),Total,N/A,465.4,10.2%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,South Central (SC),Total,N/A,213.1,-15.1%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southwest (SW),Total,N/A,91,-11.0%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northwest (NW),Total,N/A,48.2,11.1%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,6-Area,Total,N/A,1250.1,-1.9%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,N/A,Breaking Stock,N/A,305.5,-3.3%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northwest (NW),Extra Large,N/A,3.3,43.4%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Midwest (MW),Medium,N/A,36.2,13.7%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southeast (SE),Medium,N/A,13.5,-26.9%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northeast (NE),Medium,N/A,16.4,-1.5%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,6-Area,Large,N/A,640.2,-1.6%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northwest (NW),Large,N/A,35.2,16.2%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southwest (SW),Large,N/A,34.4,-16.0%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southeast (SE),Small,N/A,0,-86.7%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,6-Area,Extra Large,N/A,112.6,-7.3%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northeast (NE),Large,N/A,83.1,-6.3%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southeast (SE),Large,N/A,164.7,-4.9%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Midwest (MW),Large,N/A,195.5,20.0%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,South Central (SC),Large,N/A,127.3,-17.6%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,6-Area,Jumbo,N/A,52,-4.1%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northeast (NE),Extra Large,N/A,21.2,-27.8%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southeast (SE),Extra Large,N/A,24.8,4.2%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Midwest (MW),Extra Large,N/A,30.6,11.2%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,South Central (SC),Extra Large,N/A,21.9,-11.1%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southwest (SW),Extra Large,N/A,10.8,-21.9%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northeast (NE),Small,N/A,8.1,8.5%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,6-Area,Medium,N/A,118.6,-6.4%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northwest (NW),Medium,N/A,7.6,-8.0%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Southwest (SW),Medium,N/A,20.2,-0.2%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,South Central (SC),Medium,N/A,24.8,-20.8%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northeast (NE),Ungraded,N/A,10.2,11.3%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,6-Area,Small,N/A,10.3,-4.7%,30-dozen cases in thousands,Shell Eggs,Final
12/09/2024,Northwest (NW),Small,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Northeast (NE),Small,N/A,7.5,4.5%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Southeast (SE),Small,N/A,0.3,,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Southwest (SW),Large,N/A,40.9,5.1%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Northwest (NW),Large,N/A,30.3,-5.6%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,6-Area,Large,N/A,650.6,10.9%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Northeast (NE),Medium,N/A,16.6,-4.9%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Southeast (SE),Medium,N/A,18.5,27.8%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Midwest (MW),Medium,N/A,31.8,25.0%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Northwest (NW),Extra Large,N/A,2.3,-22.7%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,6-Area,Extra Large,N/A,121.5,7.6%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,6-Area,Medium,N/A,126.7,1.2%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Northwest (NW),Medium,N/A,8.3,-2.9%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Southwest (SW),Medium,N/A,20.2,-32.6%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,South Central (SC),Medium,N/A,31.3,6.6%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Northeast (NE),Ungraded,N/A,9.2,10.9%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,6-Area,Small,N/A,10.8,-1.3%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Northwest (NW),Small,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Southwest (SW),Small,N/A,1.5,-46.7%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,South Central (SC),Small,N/A,0.8,104.0%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Midwest (MW),Small,N/A,0.7,64.8%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,6-Area,Ungraded,N/A,244.8,14.9%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Northwest (NW),Ungraded,N/A,1.1,18.8%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Southwest (SW),Ungraded,N/A,18.9,27.0%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,South Central (SC),Ungraded,N/A,10.7,-15.2%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Midwest (MW),Ungraded,N/A,157.3,21.6%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Southeast (SE),Ungraded,N/A,47.7,1.2%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Northwest (NW),Misc,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Southwest (SW),Misc,N/A,3.6,28.3%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,South Central (SC),Misc,N/A,17.6,4.0%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Midwest (MW),Misc,N/A,25.4,9.6%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Southeast (SE),Misc,N/A,8.9,-20.7%,30-dozen cases in thousands,Shell Eggs,Final
12/02/2024,Northeast (NE),Misc,N/A,10.9,-1.8%,30-dozen cases in thousands,Shell Eggs,Final
